time,lat,lon,altitude,tas
1599767311,35.11904,-100,7470.64,175.856
1599767312,35.11997,-100,7491.895,176.058
1599767313,35.1209,-100,7513.15,176.26
1599767314,35.12183,-100,7534.405,176.462
1599767315,35.12276,-100,7555.66,176.664
1599767316,35.12369,-100,7576.915,176.866
1599767317,35.12462,-100,7598.17,177.068
1599767318,35.12555,-100,7619.425,177.27
1599767319,35.12648,-100,7640.68,177.472
1599767320,35.12741,-100,7661.935,177.674
1599767321,35.12834,-100,7683.19,177.876
1599767322,35.12927,-100,7704.445,178.078
1599767323,35.1302,-100,7725.7,178.28
1599767324,35.13113,-100,7746.955,178.482
1599767325,35.13206,-100,7768.21,178.684
1599767326,35.13299,-100,7789.465,178.886
1599767327,35.13392,-100,7810.72,179.088
1599767328,35.13485,-100,7831.975,179.29
1599767329,35.13578,-100,7853.23,179.492
1599767330,35.13671,-100,7874.485,179.694
1599767331,35.13764,-100,7895.74,179.896
1599767332,35.13857,-100,7916.995,180.098
1599767333,35.1395,-100,7938.25,180.3
1599767334,35.14043,-100,7959.505,180.502
1599767335,35.14136,-100,7980.76,180.704
1599767336,35.14229,-100,8002.015,180.906
1599767337,35.14322,-100,8023.27,181.108
1599767338,35.14415,-100,8044.525,181.31
1599767339,35.14508,-100,8065.78,181.512
1599767340,35.14601,-100,8087.035,181.714
1599767341,35.14694,-100,8108.29,181.916
1599767342,35.14787,-100,8129.545,182.118
1599767343,35.1488,-100,8150.8,182.32
1599767344,35.14973,-100,8172.055,182.522
1599767345,35.15066,-100,8193.31,182.724
1599767346,35.15159,-100,8214.565,182.926
1599767347,35.15252,-100,8235.82,183.128
1599767348,35.15345,-100,8257.075,183.33
1599767349,35.15438,-100,8278.33,183.532
1599767350,35.15531,-100,8299.585,183.734
1599767351,35.15624,-100,8320.84,183.936
1599767352,35.15717,-100,8342.095,184.138
1599767353,35.1581,-100,8363.35,184.34
1599767354,35.15903,-100,8384.605,184.542
1599767355,35.15996,-100,8405.86,184.744
1599767356,35.16089,-100,8427.115,184.946
1599767357,35.16182,-100,8448.37,185.148
1599767358,35.16275,-100,8469.625,185.35
1599767359,35.16368,-100,8490.88,185.552
1599767360,35.16461,-100,8512.135,185.754
1599767361,35.16554,-100,8533.39,185.956
1599767362,35.16647,-100,8554.645,186.158
1599767363,35.1674,-100,8575.9,186.36
1599767364,35.16833,-100,8597.155,186.562
1599767365,35.16926,-100,8618.41,186.764
1599767366,35.17019,-100,8639.665,186.966
1599767367,35.17112,-100,8660.92,187.168
1599767368,35.17205,-100,8682.175,187.37
1599767369,35.17298,-100,8703.43,187.572
1599767370,35.17391,-100,8724.685,187.774
1599767371,35.17484,-100,8745.94,187.976
1599767372,35.17577,-100,8767.195,188.178
1599767373,35.1767,-100,8788.45,188.38
1599767374,35.17763,-100,8809.705,188.582
1599767375,35.17856,-100,8830.96,188.784
1599767376,35.17949,-100,8852.215,188.986
1599767377,35.18042,-100,8873.47,189.188
1599767378,35.18135,-100,8894.725,189.39
1599767379,35.18228,-100,8915.98,189.592
1599767380,35.18321,-100,8937.235,189.794
1599767381,35.18414,-100,8958.49,189.996
1599767382,35.18507,-100,8979.745,190.198
1599767383,35.186,-100,9001,190.4
1599767384,35.18693,-100,9022.255,190.602
1599767385,35.18786,-100,9043.51,190.804
1599767386,35.18879,-100,9064.765,191.006
1599767387,35.18972,-100,9086.02,191.208
1599767388,35.19065,-100,9107.275,191.41
1599767389,35.19158,-100,9128.53,191.612
1599767390,35.19251,-100,9149.785,191.814
1599767391,35.19344,-100,9171.04,192.016
1599767392,35.19437,-100,9192.295,192.218
1599767393,35.1953,-100,9213.55,192.42
1599767394,35.19623,-100,9234.805,192.622
1599767395,35.19716,-100,9256.06,192.824
1599767396,35.19809,-100,9277.315,193.026
1599767397,35.19902,-100,9298.57,193.228
1599767398,35.19995,-100,9319.825,193.43
1599767399,35.20088,-100,9341.08,193.632
1599767400,35.20181,-100,9362.335,193.834
1599767401,35.20274,-100,9383.59,194.036
1599767402,35.20367,-100,9404.845,194.238
1599767403,35.2046,-100,9426.1,194.44
1599767404,35.20553,-100,9447.355,194.642
1599767405,35.20646,-100,9468.61,194.844
1599767406,35.20739,-100,9489.865,195.046
1599767407,35.20832,-100,9511.12,195.248
1599767408,35.20925,-100,9532.375,195.45
1599767409,35.21018,-100,9553.63,195.652
1599767410,35.21111,-100,9574.885,195.854
1599767411,35.21204,-100,9596.14,196.056
1599767412,35.21297,-100,9617.395,196.258
1599767413,35.2139,-100,9638.65,196.46
1599767414,35.21483,-100,9659.905,196.662
1599767415,35.21576,-100,9681.16,196.864
1599767416,35.21669,-100,9702.415,197.066
1599767417,35.21762,-100,9723.67,197.268
1599767418,35.21855,-100,9744.925,197.47
1599767419,35.21948,-100,9766.18,197.672
1599767420,35.22041,-100,9787.435,197.874
1599767421,35.22134,-100,9808.69,198.076
1599767422,35.22227,-100,9829.945,198.278
1599767423,35.2232,-100,9851.2,198.48
1599767424,35.22413,-100,9872.455,198.682
1599767425,35.22506,-100,9893.71,198.884
1599767426,35.22599,-100,9914.965,199.086
1599767427,35.22692,-100,9936.22,199.288
1599767428,35.22785,-100,9957.475,199.49
1599767429,35.22878,-100,9978.73,199.692
1599767430,35.22971,-100,9999.985,199.894
1599767431,35.23064,-100,10000,200
1599767432,35.23157,-100,10000,200
1599767433,35.2325,-100,10000,200
1599767434,35.23343,-100,10000,200
1599767435,35.23436,-100,10000,200
1599767436,35.23529,-100,10000,200
1599767437,35.23622,-100,10000,200
1599767438,35.23715,-100,10000,200
1599767439,35.23808,-100,10000,200
1599767440,35.23901,-100,10000,200
1599767441,35.23994,-100,10000,200
1599767442,35.24087,-100,10000,200
1599767443,35.2418,-100,10000,200
1599767444,35.24273,-100,10000,200
1599767445,35.24366,-100,10000,200
1599767446,35.24459,-100,10000,200
1599767447,35.24552,-100,10000,200
1599767448,35.24645,-100,10000,200
1599767449,35.24738,-100,10000,200
1599767450,35.24831,-100,10000,200
1599767451,35.24924,-100,10000,200
1599767452,35.25017,-100,10000,200
1599767453,35.2511,-100,10000,200
1599767454,35.25203,-100,10000,200
1599767455,35.25296,-100,10000,200
1599767456,35.25389,-100,10000,200
1599767457,35.25482,-100,10000,200
1599767458,35.25575,-100,10000,200
1599767459,35.25668,-100,10000,200
1599767460,35.25761,-100,10000,200
1599767461,35.25854,-100,10000,200
1599767462,35.25947,-100,10000,200
1599767463,35.2604,-100,10000,200
1599767464,35.26133,-100,10000,200
1599767465,35.26226,-100,10000,200
1599767466,35.26319,-100,10000,200
1599767467,35.26412,-100,10000,200
1599767468,35.26505,-100,10000,200
1599767469,35.26598,-100,10000,200
1599767470,35.26691,-100,10000,200
1599767471,35.26784,-100,10000,200
1599767472,35.26877,-100,10000,200
1599767473,35.2697,-100,10000,200
1599767474,35.27063,-100,10000,200
1599767475,35.27156,-100,10000,200
1599767476,35.27249,-100,10000,200
1599767477,35.27342,-100,10000,200
1599767478,35.27435,-100,10000,200
1599767479,35.27528,-100,10000,200
1599767480,35.27621,-100,10000,200
1599767481,35.27714,-100,10000,200
1599767482,35.27807,-100,10000,200
1599767483,35.279,-100,10000,200
1599767484,35.27993,-100,10000,200
1599767485,35.28086,-100,10000,200
1599767486,35.28179,-100,10000,200
1599767487,35.28272,-100,10000,200
1599767488,35.28365,-100,10000,200
1599767489,35.28458,-100,10000,200
1599767490,35.28551,-100,10000,200
1599767491,35.28644,-100,10000,200
1599767492,35.28737,-100,10000,200
1599767493,35.2883,-100,10000,200
1599767494,35.28923,-100,10000,200
1599767495,35.29016,-100,10000,200
1599767496,35.29109,-100,10000,200
1599767497,35.29202,-100,10000,200
1599767498,35.29295,-100,10000,200
1599767499,35.29388,-100,10000,200
1599767500,35.29481,-100,10000,200
1599767501,35.29574,-100,10000,200
1599767502,35.29667,-100,10000,200
1599767503,35.2976,-100,10000,200
1599767504,35.29853,-100,10000,200
1599767505,35.29946,-100,10000,200
1599767506,35.30039,-100,10000,200
1599767507,35.30132,-100,10000,200
1599767508,35.30225,-100,10000,200
1599767509,35.30318,-100,10000,200
1599767510,35.30411,-100,10000,200
1599767511,35.30504,-100,10000,200
1599767512,35.30597,-100,10000,200
1599767513,35.3069,-100,10000,200
1599767514,35.30783,-100,10000,200
1599767515,35.30876,-100,10000,200
1599767516,35.30969,-100,10000,200
1599767517,35.31062,-100,10000,200
1599767518,35.31155,-100,10000,200
1599767519,35.31248,-100,10000,200
1599767520,35.31341,-100,10000,200
1599767521,35.31434,-100,10000,200
1599767522,35.31527,-100,10000,200
1599767523,35.3162,-100,10000,200
1599767524,35.31713,-100,10000,200
1599767525,35.31806,-100,10000,200
1599767526,35.31899,-100,10000,200
1599767527,35.31992,-100,10000,200
1599767528,35.32085,-100,10000,200
1599767529,35.32178,-100,10000,200
1599767530,35.32271,-100,10000,200
1599767531,35.32364,-100,10000,200
1599767532,35.32457,-100,10000,200
1599767533,35.3255,-100,10000,200
1599767534,35.32643,-100,10000,200
1599767535,35.32736,-100,10000,200
1599767536,35.32829,-100,10000,200
1599767537,35.32922,-100,10000,200
1599767538,35.33015,-100,10000,200
1599767539,35.33108,-100,10000,200
1599767540,35.33201,-100,10000,200
1599767541,35.33294,-100,10000,200
1599767542,35.33387,-100,10000,200
1599767543,35.3348,-100,10000,200
1599767544,35.33573,-100,10000,200
1599767545,35.33666,-100,10000,200
1599767546,35.33759,-100,10000,200
1599767547,35.33852,-100,10000,200
1599767548,35.33945,-100,10000,200
1599767549,35.34038,-100,10000,200
1599767550,35.34131,-100,10000,200
1599767551,35.34224,-100,10000,200
1599767552,35.34317,-100,10000,200
1599767553,35.3441,-100,10000,200
1599767554,35.34503,-100,10000,200
1599767555,35.34596,-100,10000,200
1599767556,35.34689,-100,10000,200
1599767557,35.34782,-100,10000,200
1599767558,35.34875,-100,10000,200
1599767559,35.34968,-100,10000,200
1599767560,35.35061,-100,10000,200
1599767561,35.35154,-100,10000,200
1599767562,35.35247,-100,10000,200
1599767563,35.3534,-100,10000,200
1599767564,35.35433,-100,10000,200
1599767565,35.35526,-100,10000,200
1599767566,35.35619,-100,10000,200
1599767567,35.35712,-100,10000,200
1599767568,35.35805,-100,10000,200
1599767569,35.35898,-100,10000,200
1599767570,35.35991,-100,10000,200
1599767571,35.36084,-100,10000,200
1599767572,35.36177,-100,10000,200
1599767573,35.3627,-100,10000,200
1599767574,35.36363,-100,10000,200
1599767575,35.36456,-100,10000,200
1599767576,35.36549,-100,10000,200
1599767577,35.36642,-100,10000,200
1599767578,35.36735,-100,10000,200
1599767579,35.36828,-100,10000,200
1599767580,35.36921,-100,10000,200
1599767581,35.37014,-100,10000,200
1599767582,35.37107,-100,10000,200
1599767583,35.372,-100,10000,200
1599767584,35.37293,-100,10000,200
1599767585,35.37386,-100,10000,200
1599767586,35.37479,-100,10000,200
1599767587,35.37572,-100,10000,200
1599767588,35.37665,-100,10000,200
1599767589,35.37758,-100,10000,200
1599767590,35.37851,-100,10000,200
1599767591,35.37944,-100,10000,200
1599767592,35.38037,-100,10000,200
1599767593,35.3813,-100,10000,200
1599767594,35.38223,-100,10000,200
1599767595,35.38316,-100,10000,200
1599767596,35.38409,-100,10000,200
1599767597,35.38502,-100,10000,200
1599767598,35.38595,-100,10000,200
1599767599,35.38688,-100,10000,200
1599767600,35.38781,-100,10000,200
1599767601,35.38874,-100,10000,200
1599767602,35.38967,-100,10000,200
1599767603,35.3906,-100,10000,200
1599767604,35.39153,-100,10000,200
1599767605,35.39246,-100,10000,200
1599767606,35.39339,-100,10000,200
1599767607,35.39432,-100,10000,200
1599767608,35.39525,-100,10000,200
1599767609,35.39618,-100,10000,200
1599767610,35.39711,-100,10000,200
1599767611,35.39804,-100,10000,200
1599767612,35.39897,-100,10000,200
1599767613,35.3999,-100,10000,200
1599767614,35.40083,-100,10000,200
1599767615,35.40176,-100,10000,200
1599767616,35.40269,-100,10000,200
1599767617,35.40362,-100,10000,200
1599767618,35.40455,-100,10000,200
1599767619,35.40548,-100,10000,200
1599767620,35.40641,-100,10000,200
1599767621,35.40734,-100,10000,200
1599767622,35.40827,-100,10000,200
1599767623,35.4092,-100,10000,200
1599767624,35.41013,-100,10000,200
1599767625,35.41106,-100,10000,200
1599767626,35.41199,-100,10000,200
1599767627,35.41292,-100,10000,200
1599767628,35.41385,-100,10000,200
1599767629,35.41478,-100,10000,200
1599767630,35.41571,-100,10000,200
1599767631,35.41664,-100,10000,200
1599767632,35.41757,-100,10000,200
1599767633,35.4185,-100,10000,200
1599767634,35.41943,-100,10000,200
1599767635,35.42036,-100,10000,200
1599767636,35.42129,-100,10000,200
1599767637,35.42222,-100,10000,200
1599767638,35.42315,-100,10000,200
1599767639,35.42408,-100,10000,200
1599767640,35.42501,-100,10000,200
1599767641,35.42594,-100,10000,200
1599767642,35.42687,-100,10000,200
1599767643,35.4278,-100,10000,200
1599767644,35.42873,-100,10000,200
1599767645,35.42966,-100,10000,200
1599767646,35.43059,-100,10000,200
1599767647,35.43152,-100,10000,200
1599767648,35.43245,-100,10000,200
1599767649,35.43338,-100,10000,200
1599767650,35.43431,-100,10000,200
1599767651,35.43524,-100,10000,200
1599767652,35.43617,-100,10000,200
1599767653,35.4371,-100,10000,200
1599767654,35.43803,-100,10000,200
1599767655,35.43896,-100,10000,200
1599767656,35.43989,-100,10000,200
1599767657,35.44082,-100,10000,200
1599767658,35.44175,-100,10000,200
1599767659,35.44268,-100,10000,200
1599767660,35.44361,-100,10000,200
1599767661,35.44454,-100,10000,200
1599767662,35.44547,-100,10000,200
1599767663,35.4464,-100,10000,200
1599767664,35.44733,-100,10000,200
1599767665,35.44826,-100,10000,200
1599767666,35.44919,-100,10000,200
1599767667,35.45012,-100,10000,200
1599767668,35.45105,-100,10000,200
1599767669,35.45198,-100,10000,200
1599767670,35.45291,-100,10000,200
1599767671,35.45384,-100,10000,200
1599767672,35.45477,-100,10000,200
1599767673,35.4557,-100,10000,200
1599767674,35.45663,-100,10000,200
1599767675,35.45756,-100,10000,200
1599767676,35.45849,-100,10000,200
1599767677,35.45942,-100,10000,200
1599767678,35.46035,-100,10000,200
1599767679,35.46128,-100,10000,200
1599767680,35.46221,-100,10000,200
1599767681,35.46314,-100,10000,200
1599767682,35.46407,-100,10000,200
1599767683,35.465,-100,10000,200
1599767684,35.46593,-100,10000,200
1599767685,35.46686,-100,10000,200
1599767686,35.46779,-100,10000,200
1599767687,35.46872,-100,10000,200
1599767688,35.46965,-100,10000,200
1599767689,35.47058,-100,10000,200
1599767690,35.47151,-100,10000,200
1599767691,35.47244,-100,10000,200
1599767692,35.47337,-100,10000,200
1599767693,35.4743,-100,10000,200
1599767694,35.47523,-100,10000,200
1599767695,35.47616,-100,10000,200
1599767696,35.47709,-100,10000,200
1599767697,35.47802,-100,10000,200
1599767698,35.47895,-100,10000,200
1599767699,35.47988,-100,10000,200
1599767700,35.48081,-100,10000,200
1599767701,35.48174,-100,10000,200
1599767702,35.48267,-100,10000,200
1599767703,35.4836,-100,10000,200
1599767704,35.48453,-100,10000,200
1599767705,35.48546,-100,10000,200
1599767706,35.48639,-100,10000,200
1599767707,35.48732,-100,10000,200
1599767708,35.48825,-100,10000,200
1599767709,35.48918,-100,10000,200
1599767710,35.49011,-100,10000,200
1599767711,35.49104,-100,10000,200
1599767712,35.49197,-100,10000,200
1599767713,35.4929,-100,10000,200
1599767714,35.49383,-100,10000,200
1599767715,35.49476,-100,10000,200
1599767716,35.49569,-100,10000,200
1599767717,35.49662,-100,10000,200
1599767718,35.49755,-100,10000,200
1599767719,35.49848,-100,10000,200
1599767720,35.49941,-100,10000,200
1599767721,35.50034,-100,10000,200
1599767722,35.50127,-100,10000,200
1599767723,35.5022,-100,10000,200
1599767724,35.50313,-100,10000,200
1599767725,35.50406,-100,10000,200
1599767726,35.50499,-100,10000,200
1599767727,35.50592,-100,10000,200
1599767728,35.50685,-100,10000,200
1599767729,35.50778,-100,10000,200
1599767730,35.50871,-100,10000,200
1599767731,35.50964,-100,10000,200
1599767732,35.51057,-100,10000,200
1599767733,35.5115,-100,10000,200
1599767734,35.51243,-100,10000,200
1599767735,35.51336,-100,10000,200
1599767736,35.51429,-100,10000,200
1599767737,35.51522,-100,10000,200
1599767738,35.51615,-100,10000,200
1599767739,35.51708,-100,10000,200
1599767740,35.51801,-100,10000,200
1599767741,35.51894,-100,10000,200
1599767742,35.51987,-100,10000,200
1599767743,35.5208,-100,10000,200
1599767744,35.52173,-100,10000,200
1599767745,35.52266,-100,10000,200
1599767746,35.52359,-100,10000,200
1599767747,35.52452,-100,10000,200
1599767748,35.52545,-100,10000,200
1599767749,35.52638,-100,10000,200
1599767750,35.52731,-100,10000,200
1599767751,35.52824,-100,10000,200
1599767752,35.52917,-100,10000,200
1599767753,35.5301,-100,10000,200
1599767754,35.53103,-100,10000,200
1599767755,35.53196,-100,10000,200
1599767756,35.53289,-100,10000,200
1599767757,35.53382,-100,10000,200
1599767758,35.53475,-100,10000,200
1599767759,35.53568,-100,10000,200
1599767760,35.53661,-100,10000,200
1599767761,35.53754,-100,10000,200
1599767762,35.53847,-100,10000,200
1599767763,35.5394,-100,10000,200
1599767764,35.54033,-100,10000,200
1599767765,35.54126,-100,10000,200
1599767766,35.54219,-100,10000,200
1599767767,35.54312,-100,10000,200
1599767768,35.54405,-100,10000,200
1599767769,35.54498,-100,10000,200
1599767770,35.54591,-100,10000,200
1599767771,35.54684,-100,10000,200
1599767772,35.54777,-100,10000,200
1599767773,35.5487,-100,10000,200
1599767774,35.54963,-100,10000,200
1599767775,35.55056,-100,10000,200
1599767776,35.55149,-100,10000,200
1599767777,35.55242,-100,10000,200
1599767778,35.55335,-100,10000,200
1599767779,35.55428,-100,10000,200
1599767780,35.55521,-100,10000,200
1599767781,35.55614,-100,10000,200
1599767782,35.55707,-100,10000,200
1599767783,35.558,-100,10000,200
1599767784,35.55893,-100,10000,200
1599767785,35.55986,-100,10000,200
1599767786,35.56079,-100,10000,200
1599767787,35.56172,-100,10000,200
1599767788,35.56265,-100,10000,200
1599767789,35.56358,-100,10000,200
1599767790,35.56451,-100,10000,200
1599767791,35.56544,-100,10000,200
1599767792,35.56637,-100,10000,200
1599767793,35.5673,-100,10000,200
1599767794,35.56823,-100,10000,200
1599767795,35.56916,-100,10000,200
1599767796,35.57009,-100,10000,200
1599767797,35.57102,-100,10000,200
1599767798,35.57195,-100,10000,200
1599767799,35.57288,-100,10000,200
1599767800,35.57381,-100,10000,200
1599767801,35.57474,-100,10000,200
1599767802,35.57567,-100,10000,200
1599767803,35.5766,-100,10000,200
1599767804,35.57753,-100,10000,200
1599767805,35.57846,-100,10000,200
1599767806,35.57939,-100,10000,200
1599767807,35.58032,-100,10000,200
1599767808,35.58125,-100,10000,200
1599767809,35.58218,-100,10000,200
1599767810,35.58311,-100,10000,200
1599767811,35.58404,-100,10000,200
1599767812,35.58497,-100,10000,200
1599767813,35.5859,-100,10000,200
1599767814,35.58683,-100,10000,200
1599767815,35.58776,-100,10000,200
1599767816,35.58869,-100,10000,200
1599767817,35.58962,-100,10000,200
1599767818,35.59055,-100,10000,200
1599767819,35.59148,-100,10000,200
1599767820,35.59241,-100,10000,200
1599767821,35.59334,-100,10000,200
1599767822,35.59427,-100,10000,200
1599767823,35.5952,-100,10000,200
1599767824,35.59613,-100,10000,200
1599767825,35.59706,-100,10000,200
1599767826,35.59799,-100,10000,200
1599767827,35.59892,-100,10000,200
1599767828,35.59985,-100,10000,200
1599767829,35.60078,-100,10000,200
1599767830,35.60171,-100,10000,200
1599767831,35.60264,-100,10000,200
1599767832,35.60357,-100,10000,200
1599767833,35.6045,-100,10000,200
1599767834,35.60543,-100,10000,200
1599767835,35.60636,-100,10000,200
1599767836,35.60729,-100,10000,200
1599767837,35.60822,-100,10000,200
1599767838,35.60915,-100,10000,200
1599767839,35.61008,-100,10000,200
1599767840,35.61101,-100,10000,200
1599767841,35.61194,-100,10000,200
1599767842,35.61287,-100,10000,200
1599767843,35.6138,-100,10000,200
1599767844,35.61473,-100,10000,200
1599767845,35.61566,-100,10000,200
1599767846,35.61659,-100,10000,200
1599767847,35.61752,-100,10000,200
1599767848,35.61845,-100,10000,200
1599767849,35.61938,-100,10000,200
1599767850,35.62031,-100,10000,200
1599767851,35.62124,-100,10000,200
1599767852,35.62217,-100,10000,200
1599767853,35.6231,-100,10000,200
1599767854,35.62403,-100,10000,200
1599767855,35.62496,-100,10000,200
1599767856,35.62589,-100,10000,200
1599767857,35.62682,-100,10000,200
1599767858,35.62775,-100,10000,200
1599767859,35.62868,-100,10000,200
1599767860,35.62961,-100,10000,200
1599767861,35.63054,-100,10000,200
1599767862,35.63147,-100,10000,200
1599767863,35.6324,-100,10000,200
1599767864,35.63333,-100,10000,200
1599767865,35.63426,-100,10000,200
1599767866,35.63519,-100,10000,200
1599767867,35.63612,-100,10000,200
1599767868,35.63705,-100,10000,200
1599767869,35.63798,-100,10000,200
1599767870,35.63891,-100,10000,200
1599767871,35.63984,-100,10000,200
1599767872,35.64077,-100,10000,200
1599767873,35.6417,-100,10000,200
1599767874,35.64263,-100,10000,200
1599767875,35.64356,-100,10000,200
1599767876,35.64449,-100,10000,200
1599767877,35.64542,-100,10000,200
1599767878,35.64635,-100,10000,200
1599767879,35.64728,-100,10000,200
1599767880,35.64821,-100,10000,200
1599767881,35.64914,-100,10000,200
1599767882,35.65007,-100,10000,200
1599767883,35.651,-100,10000,200
1599767884,35.65193,-100,10000,200
1599767885,35.65286,-100,10000,200
1599767886,35.65379,-100,10000,200
1599767887,35.65472,-100,10000,200
1599767888,35.65565,-100,10000,200
1599767889,35.65658,-100,10000,200
1599767890,35.65751,-100,10000,200
1599767891,35.65844,-100,10000,200
1599767892,35.65937,-100,10000,200
1599767893,35.6603,-100,10000,200
1599767894,35.66123,-100,10000,200
1599767895,35.66216,-100,10000,200
1599767896,35.66309,-100,10000,200
1599767897,35.66402,-100,10000,200
1599767898,35.66495,-100,10000,200
1599767899,35.66588,-100,10000,200
1599767900,35.66681,-100,10000,200
1599767901,35.66774,-100,10000,200
1599767902,35.66867,-100,10000,200
1599767903,35.6696,-100,10000,200
